Designator,Mid X,Mid Y,Rotation,Layer
D1,67.8688,-114.9856,180.0,top
J1,84.455,-77.47,180.0,bottom
J2,51.435,-77.47,180.0,bottom
J3,60.87,-127.99,0.0,top
J4,46.87,-127.99,0.0,top
J5,74.87,-127.99,0.0,top
J6,88.87,-127.99,0.0,top
RV1,82.8688,-42.9856,0.0,top
RV2,52.8688,-42.9856,180.0,top
RV3,82.8688,-64.9856,0.0,top
RV4,67.8688,-82.9856,90.0,top
RV5,52.8688,-64.9856,180.0,top
SW1,67.8688,-102.9856,90.0,top
